Song Title,Movie/Album,Composer,Language,Lyrics
Endhan Nenjil,Alli Arjuna,A.R. Rahman,Tamil (English Script),"Music by: A. R. Rahman

Female: Endhan nenjil
Paahimaam
Female: Un ennam
Paahimaam
Female: Neeyum naanum
Ondraanom verillaiyae

Female: Endhan nenjil
Paahimaam
Female: Un ennam
Paahimaam
Female: Neeyum naanum
Ondraanom verillaiyae

Male: Oh unnai moodi maraithaai
Poovin pinnaal olindhaai
Kaadhal unnai udaithappodhu
Vaai vedithaai
Unmai nee uraithaai

Female: Endhan nenjil
Un ennam unnai yennil
Male: Vidhaithaai
Female: Uyirai oottri
Male: Valarthaai
Female: Orae pulliyil nam ullam
Poo pooththadhae
Male: Kaadhal thaen vaarthadhae

Female: Medai pottu cholvadhalla
Pennin kaadhal enbadhu
Jaadai sollum vizhiyin asaivil
Sarvamozhiyum ulladhu

Male: Oh iru vizhi asaivilae
Idhayam thalandru ponadhu
Innoru paarvaiyil
Idhayam enna aavadhu

Female: Ada nenjil ezhundha
Kaadhal yennam
Velliya solla mudiyumaa
Tharaiyil vizhundhu
Nizhalgal yenna
Satham pottu kadharumaa

Male: Oh nila padagil
Neeyum naanum
Ulaa povom vaadi vaa

Female: Unnai yennil
Ah unnai yennil vidhaithaai
Uyirai oottri valarthaai

Male: Oh unnai moodi maraithaai
Poovin pinnaal olindhaai
Kaadhal unnai udaithappodhu
Vaai vedithaai
Unmai nee uraithaai

Endhan nenjil un ennam
Neeyum naanum ondraanom verillaiyae

Female: Endhan nenjil un ennam
Female: Endhan nenjil
Paahimaam
Female: Un ennam
Paahimaam
Female: Neeyum naanum
Ondraanom verillaiyae

Male: Hoo... ho irandu siragu irundha podhum
Parakkum vaanam ondrudhaan
Irandu idhayam modhum bodhum
Irukkum kaadhal ondrudhaan

Female: Ovvoru mozhiyilum
Veru veru vaarthaidhaan
Vaarthaigal maaralaam
Pookkal endrum pookkal dhaan

Male: Oh kaalam maarum
Nilangal maarum
Kaadhal endrum kaadhaldhaan
Kangal izhandhaal kaadhal theriyum
Kandukkondadhum indrudhaan

Female: Muththam pottaal
Mottham azhiyum
Vekkam ennum kodudhaan

Male: Undhan moochil en swaasam
Kalandhu ulavum neramdhaan

Endhan nenjil un yennam
Neeyum naanum ondraanom verillaiyae

Female: Endhan nenjil
Paahimaam
Female: Un yennam
Paahimaam
Female: Neeyum naanum
Ondraanom verillaiyae"
Alli Arjuna,Alli Arjuna,A.R. Rahman,Tamil (English Script),"vandhanam vandhanam
vandhanam vandhanam
ellorukkum thanthanam thanthanam
vandhanam vandhanam
vandhanam vandhanam
ellorukkum thanthanam thanthanam
kunthanum kunthanum
kunthanum kunthanum
idam pidika munthanum munthanum

yaathavanaam antha maathavanum
avan machunanam antha arjunanum
yaathirai varugaiyile
theertha yaarthirai varugaiyile
naadu kadanthu kaadu kadanthu
maduraiku vaaraaga
then maduraiku vaaraaga
angu nadapathu alli raajiyam
athanai aangalum sutha poojiyam
alliyo puthu rosa
paarthaan arjuna maha raasa
alli malarula kallu vadiyuthu
arjunan mogathula jollu vadiyuthu
aarambamaaguthu naadaga kaadhalu
aanukkum pennukkum nadakura mothalu

alli varugiraal alli varugiraal
azhagi aval perazhagi
alli varugiraal alli varugiraal
azhagi aval perazhagi
mugathazhagi aamam mugathazhagi
maruthani poosiya nagathazhagi
kovil thoon pola thodai azhagi
pommeri mooka pola seda azhagi
ava nadakura nadaiya paarthu
thendral kaathu
atha paarthu
udal verthu
udal thorthu
alli varugiraale
alli varugiraal alli varugiraal
azhagi aval perazhagi
alli varugiraal alli varugiraal
azhagi aval perazhagi

priya sakhiye priya sakhiye
mazhai naalaa ithu mazhai naalaa
mayilinam thogai viripathenna
athu mogana naadagam nadipathenna
mogana maadagam nadipathenna

priya sakhiye priya sakhiye
mazhai naala ithu mazhai naalaa
mayilinam thogai viripathenna
athu mogana naadagam nadipathenna
nalla saguna ithu nalla saguna
oru naayaga varakoodum
unga vaai velukka iru vizhi sivaka
kaadhal noi thanai tharakoodum
yaaradi avan yaaradi
veerathi veeranu koradi
sooradhi sooranu koorudi
intha alliyai, jaathi malliyai
inba valliyai, uyir kolliyai
vellathaan vanthavana
ae vannam migunthavanaa?
yaaradi yaaradi

avaiyil irukkum athanai perukkum
vanakkam vanakkam vanakkam
en vanakathile thaan tamizh manakkum
panja paandavar anju pergale
naduvile naan piranthan
arjunan enbathu en peru
athinapurithaan en ooru
kanna kanna
aen azhaithaai ennai yen azhaithaai
arjunane en aaruyir thozha
madurai aalgira alli
en manathai eduthaale kalli
en ullathai ottiya palli
avala odukanum padukaiyil pulli
intha samayathil uthavanum kanna
engala sethu nee vekkanum onna
naan baamavukkuthaanda maama
atha nee marakathey aama
unnai vittal ennaku yaaru
uthavi seivaar kooru
naan maargangal solven kelu
mana maalaiyai thaangum un tholu

naan annathooviyil alanthirukka
en manikaluthil thaali kattalama
kattalama
en mela kutham illa
unna kandamuthala en nenju suthamilla
en mela kutham illa
unna kandamuthala en nenju suthamilla
nee potathu ethanai vedamada
kunthi puthira noi vanthu moodumada
veeran endraal nee villedu
intha poovaiyin mele nee poarthodu

nenju porukkuthillaiye
nenju porukkuthillaiye
naam thaayaal piranthom
thamizhaal valanthom
thaayum tamizhum penthaane
irandum irandu kanthaane
thaayum tamizhum penthane
irandum irandu kanthaane
parangiyarku bharatha thaaithaan adimaiyaatha?
aval kaivilangalum kaal vilangaalum naalum novatha?
viduthalai velviyil pozhuthalai
pillaiyum seivano suduvathai
makkalukku illai soodu
ithu maaperum maana kedu
enge pogum naadu
ithu yaam irukkum thaai veedu
nenju porukkuthillaiye
nenju porukkuthillaiye"
Sollividu Sollividu,Alli Arjuna,A.R. Rahman,Tamil (English Script),"Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

Sendruvidu Sendruvidu Sendruvidu
Indha Yudham Podhum Sendruvidu
Innum Uyirgal Vendum Enraal
Ennai Mudhalil Neeye Kondruvidu

Kanna Ennai Mudhalil Kondruvidu
Yen Ambai Yendha Vaithaai
Yen Kurudhiyil Neendha Vaithaai
Yen Ulagathai Jeikkavaithaai
Yen Ullukkul Thorkadithaai
Ulagathai Vella Vaithaai
Ullukulle Thorkadithaai
Kaandibam Ketkiren Kannaa
Kaandibam Ketkiren

Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

Kaala Chakkaram Un Kaiyil
Athil Sutriyatheno Naan
Vidhiyum Sadhiyum Un Kannil
Adhil Sikkiyadheno Naan

Karnanai Kondra Paavam
Kannan-nuku Pogum Endraal
Kannanukke Paavam Thandha
Paavam Engu Pogum Aiyo

Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

O Ulagame, Yudham Yedharku.
O Uyirgale, Raththam Yedharku.
O Iraіvane, Thuуaram Yedharku.
O Idhayame, Vanhmam Yedharku.
Kanna, Therai Niruththu. Yellam Vizhthі.
Yevarudan Vaazha, Therai Niruththu.
Podhum Indha Kurudhi Kuliyal, Porai Niruththu.
Naalai Ulagam Nalam Perum Endru,
Porai Niruththu, Porai Niruththu."
Osaka Muraya,Alli Arjuna,A.R. Rahman,Tamil (English Script),"Female: Oh vaa vaa vaa
vaa paattu paadu
Oh no no
no no kattuppaadu
Oh yen yen
yen yen kattuppaadu
Kaattrukku
kadivaalam edharkku

Female: Osakkaa muraiyaa
Oh yeah yeah
yeah yeah
Orae kelvi
ketppen
Badhil enna
aiyaa

Female: Osakkaa muraiyaa
Oh yeah yeah
yeah yeah
Ilam pennai
vidavum
Ada aangal
niraiyaa

Male: Ada idhae
kelviyai nootraandaai
Ketkkaadhae ketkkaadhae

Male: Orae pondra
vaazhkkai
Ada mann
meedhu illai
Orae pondra
megham
Ada vaan
meedhu illai

Male: Orae sattam
Sellaadhu sellaadhu
Oiyoiyoyo oiyoiyoyo
Aanum pennum
thottaal
Kudi moozhgividaadhu
Thiri thodum
minnal mel
Courttu minnaadhu

Male: Osakkaa muraiyaa
Female: Oh yeah yeah
yeah yeah

Female: Oh vaa vaa
vaa vaa paattu paadu
Oh no no
no no kattuppaadu
Oh yen yen
yen yen kattuppaadu
Kaattrukku
kadivaalam edharkku

Male: Ho...
bhoomidhaanae
Unnai sumakka
vendum
Yeah yeah yeah
yeah yeah
Bhoomi thookki
nee yen
Sumakka vendum
Yeah yeah yeah
yeah yeah

Female: Ho... vaarthai
unnai pandhaadi
Paarkkum munnae
Oh yeah yeah
yeah yeah
Vaazhkkaiyodu pandhaadi
Paarththaal enna
Oh yeah yeah
yeah yeah

Male: Yeah yeah yeah
yeah yeah yeah
Yeah yeah yeah
yeah yaaya yeah
Muraiyaa yeah yeah
yeah yeah yeah

Male: Ulagangal rockettil
Viraigindra podhu
Naththaiyodu payanamaa
Thaathaavin pallaakkil
Naan yeri
ponaal
America poi
serkkumaa

Female: Osakkaa muraiyaa
Male: Oh yeah yeah
yeah yeah
Osakkaa muraiyaa
Female: Oh yeah yeah
yeah yeah

Male: Rendu nenjum
sandhithaal
E p covil
kuttram illaiyae
Mounam vandhu
seraavittaal
Dhegham ondrum
thevaiyillaiyae

Female: Oh ho sondha
bandangal vaaithaalae
Konji kolla
kuttram illaiyae
Carrom boardil
kaai edhum
Vizhaavittaal nattam
illaiyae

Male: Oh yeah yeah yeah
yeah yeah yeah
Yeah yeah yeah
yeah yaaya yeah
Muraiyaa yeah yeah
yeah yeah yeah

Male: Mayakkam illaadha
Magudangal vendaam
Manam pola
thunai thedungal
Karaiyeri vilaiyaadum
Alai koottam
pola
Karam serththu
vilaiyaadungal

Male: Oh yeah yeah
yeah yeah
Osaakkaa muraiyaa
Oh yeah yeah
yeah yeah

Male: Orae pondra
vaazhkkai
Ada mann
meedhu illai
Orae pondra
megham
Ada vaan
meedhu illai

Male: Orae sattam
Sellaadhu sellaadhu
Oiyoiyoyo oiyoiyoyo
Aanum pennum
thottaal
Kudi moozhgividaadhu
Thiri thodum
minnal mel
Courttu minnaadhu
Osaakkaa muraiyaa

Female: Oh vaa vaa
vaa vaa paattu paadu
Oh no no
no no kattuppaadu
Oh yen yen
yen yen kattuppaadu
Kaattrukku kadivaalam edharkku"
Dippu Dippu,Baba,A.R. Rahman,Tamil (English Script),"Baba baba
Bruaahhh

Hoi hoi hoi hoi
Hoi hoi hoi hoi

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba

Hoi hoi hoi hoi
Hoi hoi hoi hoi
Br- Bruaahhh
Hoi hoi

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae
(Hoi hoi hoi hoi)
Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru manithaa

Moondrum theernthu povatharkul
Moondru ulagam vellava

Dippu dippu dippu dippu dippu gummarai
Nalla sethi solla poren dippu gummarai

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru manitha

Hoi hoi hoi hoi
Kuzhanthai kuzhanthai manasu
Adhu kadavul vaazhum manasu

Vatta nilaavai viratti pidithu
Volleyball aadum vayasu

Valimai valarka udalai valarka
Uravai valarkka ezhunthu vaa
Annai thanthai madhithu
Pozhuthu pokkai kuraithu
Puththiyellam valarthu

Dippu dippu dippu dippu dippu dippu ok

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba
Bale bale bale bale

Ilamai ilamai vayasu
Athu rekkai mulaikum vayasu
Thoonukellam selai katti
Thottu paarkum manasu

Velai unnai thedi varuma
Velai thedi virainthu poo
Thedi sellum kaadhal
Kaadhal illai nanbaa

Unmai kaadhal sollava
Nalla kaadhal enbathenna
Thedi vandha kaadhalae

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae
Bruuaaah (Hoi hoi hoi hoi)
Mudhumai mudhumai vayasu
Adhu muzhusaai vaazhntha vayasu
Nanbar pagaivar yaar vandhaalum
Anbaai paarkum manasu

Kudumba baaram kadanthu kadanthu
Aasai thuranthu vaazhgavae
Mounamaaga irundhu nyanamellam valarndhu
Vandha velai mudithu

Indru vandha thalaimuraiku
Vaazhthu solli vaazhgavae

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru

Dippu dippu dippu dippu dippu dippu ok

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba"
Maya Maya,Baba,A.R. Rahman,Tamil (English Script),"Maya maya manamohana
Unakkaga piranthenada oh...

Un madiyil
Oru pon nodiyil
Naan saayindhal podhum
Veraivil varuvai

Un nenaipin irulil
Per anbin ozhiyil
Naan vazhndhal podhum
Veraivil varuvai

Oru kaalangal theithalum
Endrum theeratha kadhal
Kaai yenthi ketteneh

Maya maya manamohana oh...
Unakkaga piranthenada oh...

Sedi kodi ilai ooranga
Siningidum nadhi ooranga
Mazhaigalil mugil ooranga
Mayir vizhi mattum keranga

Yekantha iravum
Ezhugindra nilavum
Thanimayil vaatum
Vaatum oh... oh...

En kadhal vithai
Un kadhal mazhai
Un thooral thanthal inge
Yen anbe naan vazhvene

Maya maya manamohana
Unakkaga piranthenada oh...

Idhayathil oru paravai
Virikithu athan siragai
Siragalla athu siluvai
Uyir peru kodu uravai

Vaanathai alanthen
Megathai pilanthen
Kadhalai katril vithaithen
Oh oh...

En koottin arai
Un marbil amai
Un swasam sernthal inge
En anbe naan vazhven

Maya maya manamohana
Unakkaga piranthenada oh..."
DIPPU  DIPPU,Baba,A.R. Rahman,Tamil (English Script),"Baba baba
Bruaahhh

Hoi hoi hoi hoi
Hoi hoi hoi hoi

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba

Hoi hoi hoi hoi
Hoi hoi hoi hoi
Br- Bruaahhh
Hoi hoi

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae
(Hoi hoi hoi hoi)
Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru manithaa

Moondrum theernthu povatharkul
Moondru ulagam vellava

Dippu dippu dippu dippu dippu gummarai
Nalla sethi solla poren dippu gummarai

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru manitha

Hoi hoi hoi hoi
Kuzhanthai kuzhanthai manasu
Adhu kadavul vaazhum manasu

Vatta nilaavai viratti pidithu
Volleyball aadum vayasu

Valimai valarka udalai valarka
Uravai valarkka ezhunthu vaa
Annai thanthai madhithu
Pozhuthu pokkai kuraithu
Puththiyellam valarthu

Dippu dippu dippu dippu dippu dippu ok

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba
Bale bale bale bale

Ilamai ilamai vayasu
Athu rekkai mulaikum vayasu
Thoonukellam selai katti
Thottu paarkum manasu

Velai unnai thedi varuma
Velai thedi virainthu poo
Thedi sellum kaadhal
Kaadhal illai nanbaa

Unmai kaadhal sollava
Nalla kaadhal enbathenna
Thedi vandha kaadhalae

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae
Bruuaaah (Hoi hoi hoi hoi)
Mudhumai mudhumai vayasu
Adhu muzhusaai vaazhntha vayasu
Nanbar pagaivar yaar vandhaalum
Anbaai paarkum manasu

Kudumba baaram kadanthu kadanthu
Aasai thuranthu vaazhgavae
Mounamaaga irundhu nyanamellam valarndhu
Vandha velai mudithu

Indru vandha thalaimuraiku
Vaazhthu solli vaazhgavae

Dippu dippu dippu dippu dippu gummarae
Nalla sethi solla poren dippu gummarae

Vaazhkai oru (Cinema cinema)
Moondru mani (Neram thaan)
Moondru mani neram pola
Moondrae moondru paruvam thaan

Kuzhanthai paruvam ondru
Ilamai paruvam rendu
Mudhumai paruvam moondru

Dippu dippu dippu dippu dippu dippu ok

Baaba (Cinema cinema)
Baaba (Neram thaan)
Baaba (Cinema cinema)
Baaba"
MAYA  MAYA,Baba,A.R. Rahman,Tamil (English Script),"Maya maya manamohana
Unakkaga piranthenada oh...

Un madiyil
Oru pon nodiyil
Naan saayindhal podhum
Veraivil varuvai

Un nenaipin irulil
Per anbin ozhiyil
Naan vazhndhal podhum
Veraivil varuvai

Oru kaalangal theithalum
Endrum theeratha kadhal
Kaai yenthi ketteneh

Maya maya manamohana oh...
Unakkaga piranthenada oh...

Sedi kodi ilai ooranga
Siningidum nadhi ooranga
Mazhaigalil mugil ooranga
Mayir vizhi mattum keranga

Yekantha iravum
Ezhugindra nilavum
Thanimayil vaatum
Vaatum oh... oh...

En kadhal vithai
Un kadhal mazhai
Un thooral thanthal inge
Yen anbe naan vazhvene

Maya maya manamohana
Unakkaga piranthenada oh...

Idhayathil oru paravai
Virikithu athan siragai
Siragalla athu siluvai
Uyir peru kodu uravai

Vaanathai alanthen
Megathai pilanthen
Kadhalai katril vithaithen
Oh oh...

En koottin arai
Un marbil amai
Un swasam sernthal inge
En anbe naan vazhven

Maya maya manamohana
Unakkaga piranthenada oh..."
Rajayame,Baba,A.R. Rahman,Tamil (English Script),"Movie: Baba
Music Director: A.R.Rahman
Singer: P.Jayachandran

Rajiyamma Illai Imayamma
Yengivan Naalai Yengivan
Mananaa Illai Moulthiya
Yaar Ivan Naalai Yaar Ivan

Aayiram Adhisayam
Amaindhadhu Baba Jaadhagam
Aayiram Adhisayam
Amaindhadhu Baba Jaadhagam

Kaelviyaa Vaazhgiraan
Mounaththai Aalgiraan

Rajiyamma Illai Imayamma
Rajiyamma Illai Imayamma

Magan Illai Magan Ilai Yennaalil
Maiyil Vandha Raajavai
Tamizhargal Mazhai Yengum Manam Veesai
Deyivam Thandha Rojavai

Mooththugilil Pugalinai Thookkaamal
Mootai Thooka Paarththaalae
Vidhi Idhu Vidhi Idhu Yena Yenni
Moochchil Vaangi Vaerththaalae

Tholil Yena Seyiththaalum
Idi Villai Venbaabae
Uzhaikkaamal Undaaldhaan
Pillai Yendru Solvaanae
Aittramoe Irakkamoe
Yedhaiyumae Yaerpavan

Aayiram koadi Adhisayam
Amaindhadhu Baba Jaadhagam

Kadavulai Maruththivan Naaldhorum
Koorinaanae Naartheeram
Paguththarai Vaalanin Nenjinilae
Pooththadhu Yena Aatheegam

Ththirumagan Varugira Thiruneerai
Netri Meedhu Dhinam poosi
Aadhisayam Aadhisayam Periyaadhaa
Aanadhaena Raajaji

Thanadhanbu Thaayai
Kai Thodum Babadhaan
Chinthaiyil Yennaalum
Chinnanjiru Paapaathaan

Ailaigal Paarvaiyil
Moolu Manidhanaai
Therigiraan
Rajiyamma Illai Imayamma
Rajiyamma Illai Imayamma"
Shakthi Kodu,Baba,A.R. Rahman,Tamil (English Script),"Nam Nadai Kandu Agankaaram Thoolaaga Vendum
Nam Kadai Kandu Thisai Elaam Bayanthoda Vendum
Sakthi Kodu Sakthi Kodu Sakthi Kodu Sakthi Kodu
Sakthi Kodu Sakthi Kodu Sakthi Kodu Sakthi Kodu
Iraivaa. Iraivaa
Thaayum Neeye Thanthaiyum Neeye
Uyirum Neeye Unmaiyum Neeye
Thaayum Neeye Thanthaiyum Neeye
Uyirum Neeye Unmaiyum Neeye
Thoonilum Irupaan Thurumbilum Irupaan
Kodumai Azhuthuvida Kolgai Jeithuvida
Sakthi Kodu Sakthi Kodu Sakthi Kodu Sakthi Kodu
Nam Nadai Kandu Agankaaram Thoolaaga Vendum
Nam Kadai Kandu Thisai Elaam Bayanthoda Vendum
Sakthi Kodu

Vellathil Veezhnthavarai Karai Yetra Sakthi Kodu
Pallathil Kidapavarai Maedetha Sakthi Kodu
Theemaikum Kodumaikum Thee Vaika Sakthi Kodu
Varumaikku Piranthavarai Vaazh Vaika Sakthi Kodu
Yerimalaigal En Kaalil Thoolaaga Sakthi Kødu

Oru Vaarthai Šønaale Oør Maara Šakthi Kødu

Thaayum Neeye Thanthaiyum Neeye
Uyirum Neeye Unmaiyum Neeye
Thaayum Neeye Thanthaiyum Neeye

Uyirum Neeye Unmaiyum Neeye
Iraivaa. Iraivaa...

Mudivedutha Pinaal Naan Thadam Maara Maaten
Munveitha Kaalai Naan Pin Veika Maaten
Ènai Nambi Vanthavarai Yemaatra Maaten
Verum Yeniyaai Naan Irunthu Yemaara Maaten
Uppitta Thamizh Mannai Naan Marakka Maaten
Uppitta Thamizh Mannai Naan Marakka Maaten
Naan Uyirvaazhnthaal Ingethaan Odivida Maaten

Thatchigalai Pathavigalai Naan Virumba Maaten
Kaalathin Kattalaiyai Naan Marukka Maaten
Iraivaa. Iraivaa

Thaayum Neeye Thanthaiyum Neeye
Uyirum Neeye Unmaiyum Neeye
Thaayum Neeye Thanthaiyum Neeye
Uyirum Neeye Unmaiyum Neeye
Thøønilum Irupaai Thurumbilum Irupaai
Kødumai Azhithuvida Kølgai Jeithuvida
Šakthi Kødu Šakthi Kødu
Nam Nadai Kandu Agankaaram Thøølaaga Vendum
Nam Kadai Kandu Thisai Èlaam Bayanthøda Vendum
Šakthi Kødu Šakthi Kødu"
Baba Kichchu,Baba,A.R. Rahman,Tamil (English Script),"Female: Im huc huc hukham imum Im huc huc hukham

Male: Hello! ...

Female: Hey you hey you ha ha ha

Male: Yenna sollunga

Female: Hey you ha ha ha ...

Female: Baba kichchu kichchu tha
Adhu nooru kichch aakudhaanu paarpoam vaa
Baba yen pakkam vaa
Un uchchanthalayin machcham kandu pidipoam vaa

Thulluthey kolluthey eettiyil katti mudi
Dhaadiyae thayakkam yean saanthaamaay maaridu nee
Konjam nee maarinaal yengaeyoa poay viduvaay

Male: Konjaadhey konjaadhey
Kichch kichch kaedkaadhey
Nee maara chonna maaramaattaan baba baba
Naanaaga naanirundhaal naattukkae nalladhadi
Vivahaaram illayadi aaha haa

Female: Baba kichchu kichchu tha
Adhu nooru kichch aakudhaanu paarpoam vaa
Baba yen pakkam vaa
Un uchchanthalayin machcham kandu pidipoam vaa

MUSIC CHARANAM – 1

Female: Vaa vaa yendru konjum poadhu baba
Nee maattaen yendru sollaadhey

Vaa vaa yendru konjum poadhu baba
Nee maattaen yendru sollaadhey

Puyal varumboadhu poochchendu kuduppaay
Puriyaadha pudhir nee baba

Puyal varumboadhu poochchendu kuduppaay
Puriyaadha pudhir nee baba

Male: Pudhiralla pudhiralla
Naan pudhayaadhey pudhayaladi
Tamizh naadu tamizh naadu yen uyir naadi
Anbaaga nee vandhaal baba oru pillayadi
Vambendru vandhuvittaal

Female: Baba kichchu kichchu tha
Adhu nooru kichch aakudhaanu paarpoam vaa
Baba yen pakkam vaa
Un uchchanthalayin machcham kandu pidipoam vaa

Thulluthey kolluthey eettiyil katti mudi
Dhaadiyae thayakkam yean saanthaamaay maaridu nee
Konjam nee maarinaal yengaeyoa poay viduvaay

MUSIC CHARANAM – 2

Male: Ahaj thuj ahaj thuj thuj
Ahaj ahaj ahaj thuj thuj

Female: Baba undhan vaasalilae pala pengal kaaththirukka
Yennai yean thaerndheduththaai

Baba undhan vaasalilae pala pengal kaaththirukka
Yennai yean thaerndheduththaai

{Female: Un niram poale yen niram maara
Varam ondrai tharuvaay baba

Male: Im... im... im... im... overlap}

Un niram poale yen niram maara
Varam ondrai tharuvaay baba

Male: Mathi kondu saeravillai
Vidhi vandhu saerthadhadi
Naan yenna seyvadhadi aha ha ha
Niram yendraal niramalla
Varam vaangi vandhadhadi
Yen annai thandhadhadi aha ha ha

Female: Baba kichchu kichchu tha
Adhu nooru kichch aakudhaanu paarpoam vaa
Baba yen pakkam vaa
Un uchchanthalayin machcham kandu pidipoam vaa

Female: Thulluthey kolluthey eettiyil katti mudi

Male: Im... im... im... im... overlap}

Female: Dhaadiyae thayakkam yean saanthaamaay maaridu nee

{Female: Konjam nee maarinaal yengaeyoa poay viduvaay

Male: Im... im... im... im... overlap}

Male: Konjaadhey konjaadhey
Kichch kichch kaedkaadhey
Nee maara chonna maaramaattaan baba baba

Female: Ahaa... ahaa...

Naanaaga naanirundhaal naattukkae nalladhadi
Vivahaaram illayadi aaha haa"
"Maya Maya (From ""Baba"")",Baba,A.R. Rahman,Tamil (English Script),"Maaya Maaya Maaya Elaam Maaya
Chaaya Chaaya Chaaya Elaam Chaaya
Maaya Maaya Maaya Elaam Maaya
Chaaya Chaaya Chaaya

Santhoshi Santhoshi Santhoshi Nee
Santhosham Kondaadum Sanyaasi
Santhoshi Santhoshi Santhoshi Unn
Santhosham Un Kaiyil Nee Yosi
Maaya Maaya Maaya Elaam Maaya
Chaaya Chaaya Chaaya Elaam Chaaya
Maaya Maaya Maaya Elaam Maaya
Chaaya Chaaya Chaaya Elaam Chaaya

Pattum Padaamale Thottum Thodaamale

Thaamarai Ilai Thanneer Pol Nee

Otti Otaamal Iru
Thaamarai Ilai Thanneer Pol Nee
Otti Otaamal Iru
Maaya Maaya Maaya Elaam Maaya
Chaaya Chaaya Chaaya Elaam Chaaya

Vaasanai Irukkum Varayinil Sirikkum
Pookalin Kathaithaan Boomiyil Namakkum
Ulaginil Ethuvum Nirantharam Illai
Urangidum Varaiyil Šuthanthiram Illai
Avan Avan Šølvaan Aayiram Šeithi
Alapavan Peyarthaan Arasiyalvaathi
Atharkenna Šeiya Athu Antha Pathaviyin Jaathi

Unathu Kai Kaalgale Uthavum Nanbargale
Thirai Kadal Mel Ènnai Thuli Inai Pøl
Nee Otti Otaamal Iru

Maaya Maaya Maaya Èlaam Maaya
Chaaya Chaaya Chaaya Èlaam Chaaya
Maaya Maaya Maaya Èlaam Maaya
Chaaya Chaaya Chaaya Èlaam Chaaya

Kaatre Pø Kaatre Pø
Èn Kaathalanai Kandupidi
Kaneeril Kaneeril Naan
Varaintha Kaditham Padi
Maayai Pøl Šaayai Pøl
Kathal Uravu Oor Naalum Aavathu illai Oonodum Uyirodum Vaalum Alagu Poi Aaga Povathu Illai
Kaatre Po Kaatre Po En Kaathalanai Kandupidi
Pattum Padamalea Konjam Parava illai Thottum thodamalea Thodalam Idama illa
Thaamarai ilai Thaneer pol nee
Otti ottamal iru
Thaamarai ilai Thaneer pol nee
Ennai Ennamal Iru
Santhoshi santhoshi santhoshi
Nee ennodu ondranal samsaaree
Santhoshi santhoshi santhoshi
Nee thottal naan pon aavaean un raasi
Maaya maaya maaya ellam maaya
Chaaya chaaya chaaya ellam chaaya
Maaya maaya maaya ellam maaya
Chaaya chaaya chaaya ellam chaaya
Pattum padamalea
Thottum thodamalea
Thaamarai ilai Thaneer pol nee
Otti Ottamal Iru
Thaamarai ilai Thaneer pol nee
Ennai Ennamal Iru"
